attribute_name,group,description
card.network.count_last_30d,card,Card attribute 'network' with derivation 'count_last_30d'
card.network.flag_anomaly,card,Card attribute 'network' with derivation 'flag_anomaly'
card.network.rolling_avg_1h,card,Card attribute 'network' with derivation 'rolling_avg_1h'
card.network.rolling_avg_24h,card,Card attribute 'network' with derivation 'rolling_avg_24h'
card.network.velocity_flag,card,Card attribute 'network' with derivation 'velocity_flag'
card.network.trend_up,card,Card attribute 'network' with derivation 'trend_up'
card.network.trend_down,card,Card attribute 'network' with derivation 'trend_down'
card.network.missing_flag,card,Card attribute 'network' with derivation 'missing_flag'
cardholder.name_first.raw,cardholder,Cardholder attribute 'name_first' with derivation 'raw'
cardholder.name_first.normalized,cardholder,Cardholder attribute 'name_first' with derivation 'normalized'
cardholder.name_first.zscore,cardholder,Cardholder attribute 'name_first' with derivation 'zscore'
cardholder.name_first.min_last_10,cardholder,Cardholder attribute 'name_first' with derivation 'min_last_10'
cardholder.name_first.max_last_10,cardholder,Cardholder attribute 'name_first' with derivation 'max_last_10'
cardholder.name_first.avg_last_10,cardholder,Cardholder attribute 'name_first' with derivation 'avg_last_10'
cardholder.name_first.sum_last_10,cardholder,Cardholder attribute 'name_first' with derivation 'sum_last_10'
cardholder.name_first.stddev_last_10,cardholder,Cardholder attribute 'name_first' with derivation 'stddev_last_10'
cardholder.name_first.last_seen,cardholder,Cardholder attribute 'name_first' with derivation 'last_seen'
cardholder.name_first.count_last_1h,cardholder,Cardholder attribute 'name_first' with derivation 'count_last_1h'
cardholder.name_first.count_last_24h,cardholder,Cardholder attribute 'name_first' with derivation 'count_last_24h'
cardholder.name_first.count_last_7d,cardholder,Cardholder attribute 'name_first' with derivation 'count_last_7d'
cardholder.name_first.count_last_30d,cardholder,Cardholder attribute 'name_first' with derivation 'count_last_30d'
cardholder.name_first.flag_anomaly,cardholder,Cardholder attribute 'name_first' with derivation 'flag_anomaly'
cardholder.name_first.rolling_avg_1h,cardholder,Cardholder attribute 'name_first' with derivation 'rolling_avg_1h'
cardholder.name_first.rolling_avg_24h,cardholder,Cardholder attribute 'name_first' with derivation 'rolling_avg_24h'
cardholder.name_first.velocity_flag,cardholder,Cardholder attribute 'name_first' with derivation 'velocity_flag'
cardholder.name_first.trend_up,cardholder,Cardholder attribute 'name_first' with derivation 'trend_up'
cardholder.name_first.trend_down,cardholder,Cardholder attribute 'name_first' with derivation 'trend_down'
cardholder.name_first.missing_flag,cardholder,Cardholder attribute 'name_first' with derivation 'missing_flag'
cardholder.name_last.raw,cardholder,Cardholder attribute 'name_last' with derivation 'raw'
cardholder.name_last.normalized,cardholder,Cardholder attribute 'name_last' with derivation 'normalized'
cardholder.name_last.zscore,cardholder,Cardholder attribute 'name_last' with derivation 'zscore'
cardholder.name_last.min_last_10,cardholder,Cardholder attribute 'name_last' with derivation 'min_last_10'
cardholder.name_last.max_last_10,cardholder,Cardholder attribute 'name_last' with derivation 'max_last_10'
cardholder.name_last.avg_last_10,cardholder,Cardholder attribute 'name_last' with derivation 'avg_last_10'
cardholder.name_last.sum_last_10,cardholder,Cardholder attribute 'name_last' with derivation 'sum_last_10'
cardholder.name_last.stddev_last_10,cardholder,Cardholder attribute 'name_last' with derivation 'stddev_last_10'
cardholder.name_last.last_seen,cardholder,Cardholder attribute 'name_last' with derivation 'last_seen'
cardholder.name_last.count_last_1h,cardholder,Cardholder attribute 'name_last' with derivation 'count_last_1h'
cardholder.name_last.count_last_24h,cardholder,Cardholder attribute 'name_last' with derivation 'count_last_24h'
cardholder.name_last.count_last_7d,cardholder,Cardholder attribute 'name_last' with derivation 'count_last_7d'
cardholder.name_last.count_last_30d,cardholder,Cardholder attribute 'name_last' with derivation 'count_last_30d'
cardholder.name_last.flag_anomaly,cardholder,Cardholder attribute 'name_last' with derivation 'flag_anomaly'
cardholder.name_last.rolling_avg_1h,cardholder,Cardholder attribute 'name_last' with derivation 'rolling_avg_1h'
cardholder.name_last.rolling_avg_24h,cardholder,Cardholder attribute 'name_last' with derivation 'rolling_avg_24h'
cardholder.name_last.velocity_flag,cardholder,Cardholder attribute 'name_last' with derivation 'velocity_flag'
cardholder.name_last.trend_up,cardholder,Cardholder attribute 'name_last' with derivation 'trend_up'
cardholder.name_last.trend_down,cardholder,Cardholder attribute 'name_last' with derivation 'trend_down'
cardholder.name_last.missing_flag,cardholder,Cardholder attribute 'name_last' with derivation 'missing_flag'
cardholder.address_line1.raw,cardholder,Cardholder attribute 'address_line1' with derivation 'raw'
cardholder.address_line1.normalized,cardholder,Cardholder attribute 'address_line1' with derivation 'normalized'
cardholder.address_line1.zscore,cardholder,Cardholder attribute 'address_line1' with derivation 'zscore'
cardholder.address_line1.min_last_10,cardholder,Cardholder attribute 'address_line1' with derivation 'min_last_10'
cardholder.address_line1.max_last_10,cardholder,Cardholder attribute 'address_line1' with derivation 'max_last_10'
cardholder.address_line1.avg_last_10,cardholder,Cardholder attribute 'address_line1' with derivation 'avg_last_10'
cardholder.address_line1.sum_last_10,cardholder,Cardholder attribute 'address_line1' with derivation 'sum_last_10'
cardholder.address_line1.stddev_last_10,cardholder,Cardholder attribute 'address_line1' with derivation 'stddev_last_10'
cardholder.address_line1.last_seen,cardholder,Cardholder attribute 'address_line1' with derivation 'last_seen'
cardholder.address_line1.count_last_1h,cardholder,Cardholder attribute 'address_line1' with derivation 'count_last_1h'
cardholder.address_line1.count_last_24h,cardholder,Cardholder attribute 'address_line1' with derivation 'count_last_24h'
cardholder.address_line1.count_last_7d,cardholder,Cardholder attribute 'address_line1' with derivation 'count_last_7d'
cardholder.address_line1.count_last_30d,cardholder,Cardholder attribute 'address_line1' with derivation 'count_last_30d'
cardholder.address_line1.flag_anomaly,cardholder,Cardholder attribute 'address_line1' with derivation 'flag_anomaly'
cardholder.address_line1.rolling_avg_1h,cardholder,Cardholder attribute 'address_line1' with derivation 'rolling_avg_1h'
cardholder.address_line1.rolling_avg_24h,cardholder,Cardholder attribute 'address_line1' with derivation 'rolling_avg_24h'
cardholder.address_line1.velocity_flag,cardholder,Cardholder attribute 'address_line1' with derivation 'velocity_flag'
cardholder.address_line1.trend_up,cardholder,Cardholder attribute 'address_line1' with derivation 'trend_up'
cardholder.address_line1.trend_down,cardholder,Cardholder attribute 'address_line1' with derivation 'trend_down'
cardholder.address_line1.missing_flag,cardholder,Cardholder attribute 'address_line1' with derivation 'missing_flag'
cardholder.address_line2.raw,cardholder,Cardholder attribute 'address_line2' with derivation 'raw'
cardholder.address_line2.normalized,cardholder,Cardholder attribute 'address_line2' with derivation 'normalized'
cardholder.address_line2.zscore,cardholder,Cardholder attribute 'address_line2' with derivation 'zscore'
cardholder.address_line2.min_last_10,cardholder,Cardholder attribute 'address_line2' with derivation 'min_last_10'
cardholder.address_line2.max_last_10,cardholder,Cardholder attribute 'address_line2' with derivation 'max_last_10'
cardholder.address_line2.avg_last_10,cardholder,Cardholder attribute 'address_line2' with derivation 'avg_last_10'
cardholder.address_line2.sum_last_10,cardholder,Cardholder attribute 'address_line2' with derivation 'sum_last_10'
cardholder.address_line2.stddev_last_10,cardholder,Cardholder attribute 'address_line2' with derivation 'stddev_last_10'
cardholder.address_line2.last_seen,cardholder,Cardholder attribute 'address_line2' with derivation 'last_seen'
cardholder.address_line2.count_last_1h,cardholder,Cardholder attribute 'address_line2' with derivation 'count_last_1h'
cardholder.address_line2.count_last_24h,cardholder,Cardholder attribute 'address_line2' with derivation 'count_last_24h'
cardholder.address_line2.count_last_7d,cardholder,Cardholder attribute 'address_line2' with derivation 'count_last_7d'
cardholder.address_line2.count_last_30d,cardholder,Cardholder attribute 'address_line2' with derivation 'count_last_30d'
cardholder.address_line2.flag_anomaly,cardholder,Cardholder attribute 'address_line2' with derivation 'flag_anomaly'
cardholder.address_line2.rolling_avg_1h,cardholder,Cardholder attribute 'address_line2' with derivation 'rolling_avg_1h'
cardholder.address_line2.rolling_avg_24h,cardholder,Cardholder attribute 'address_line2' with derivation 'rolling_avg_24h'
cardholder.address_line2.velocity_flag,cardholder,Cardholder attribute 'address_line2' with derivation 'velocity_flag'
cardholder.address_line2.trend_up,cardholder,Cardholder attribute 'address_line2' with derivation 'trend_up'
cardholder.address_line2.trend_down,cardholder,Cardholder attribute 'address_line2' with derivation 'trend_down'
cardholder.address_line2.missing_flag,cardholder,Cardholder attribute 'address_line2' with derivation 'missing_flag'
cardholder.city.raw,cardholder,Cardholder attribute 'city' with derivation 'raw'
cardholder.city.normalized,cardholder,Cardholder attribute 'city' with derivation 'normalized'
cardholder.city.zscore,cardholder,Cardholder attribute 'city' with derivation 'zscore'
cardholder.city.min_last_10,cardholder,Cardholder attribute 'city' with derivation 'min_last_10'
cardholder.city.max_last_10,cardholder,Cardholder attribute 'city' with derivation 'max_last_10'
cardholder.city.avg_last_10,cardholder,Cardholder attribute 'city' with derivation 'avg_last_10'
cardholder.city.sum_last_10,cardholder,Cardholder attribute 'city' with derivation 'sum_last_10'
cardholder.city.stddev_last_10,cardholder,Cardholder attribute 'city' with derivation 'stddev_last_10'
cardholder.city.last_seen,cardholder,Cardholder attribute 'city' with derivation 'last_seen'
cardholder.city.count_last_1h,cardholder,Cardholder attribute 'city' with derivation 'count_last_1h'
cardholder.city.count_last_24h,cardholder,Cardholder attribute 'city' with derivation 'count_last_24h'
cardholder.city.count_last_7d,cardholder,Cardholder attribute 'city' with derivation 'count_last_7d'
cardholder.city.count_last_30d,cardholder,Cardholder attribute 'city' with derivation 'count_last_30d'
cardholder.city.flag_anomaly,cardholder,Cardholder attribute 'city' with derivation 'flag_anomaly'
cardholder.city.rolling_avg_1h,cardholder,Cardholder attribute 'city' with derivation 'rolling_avg_1h'
cardholder.city.rolling_avg_24h,cardholder,Cardholder attribute 'city' with derivation 'rolling_avg_24h'
cardholder.city.velocity_flag,cardholder,Cardholder attribute 'city' with derivation 'velocity_flag'
cardholder.city.trend_up,cardholder,Cardholder attribute 'city' with derivation 'trend_up'
cardholder.city.trend_down,cardholder,Cardholder attribute 'city' with derivation 'trend_down'
cardholder.city.missing_flag,cardholder,Cardholder attribute 'city' with derivation 'missing_flag'
cardholder.state.raw,cardholder,Cardholder attribute 'state' with derivation 'raw'
cardholder.state.normalized,cardholder,Cardholder attribute 'state' with derivation 'normalized'
cardholder.state.zscore,cardholder,Cardholder attribute 'state' with derivation 'zscore'
cardholder.state.min_last_10,cardholder,Cardholder attribute 'state' with derivation 'min_last_10'
cardholder.state.max_last_10,cardholder,Cardholder attribute 'state' with derivation 'max_last_10'
cardholder.state.avg_last_10,cardholder,Cardholder attribute 'state' with derivation 'avg_last_10'
cardholder.state.sum_last_10,cardholder,Cardholder attribute 'state' with derivation 'sum_last_10'
cardholder.state.stddev_last_10,cardholder,Cardholder attribute 'state' with derivation 'stddev_last_10'
cardholder.state.last_seen,cardholder,Cardholder attribute 'state' with derivation 'last_seen'
cardholder.state.count_last_1h,cardholder,Cardholder attribute 'state' with derivation 'count_last_1h'
cardholder.state.count_last_24h,cardholder,Cardholder attribute 'state' with derivation 'count_last_24h'
cardholder.state.count_last_7d,cardholder,Cardholder attribute 'state' with derivation 'count_last_7d'
cardholder.state.count_last_30d,cardholder,Cardholder attribute 'state' with derivation 'count_last_30d'
cardholder.state.flag_anomaly,cardholder,Cardholder attribute 'state' with derivation 'flag_anomaly'
cardholder.state.rolling_avg_1h,cardholder,Cardholder attribute 'state' with derivation 'rolling_avg_1h'
cardholder.state.rolling_avg_24h,cardholder,Cardholder attribute 'state' with derivation 'rolling_avg_24h'
cardholder.state.velocity_flag,cardholder,Cardholder attribute 'state' with derivation 'velocity_flag'
cardholder.state.trend_up,cardholder,Cardholder attribute 'state' with derivation 'trend_up'
cardholder.state.trend_down,cardholder,Cardholder attribute 'state' with derivation 'trend_down'
cardholder.state.missing_flag,cardholder,Cardholder attribute 'state' with derivation 'missing_flag'
cardholder.postal_code.raw,cardholder,Cardholder attribute 'postal_code' with derivation 'raw'
cardholder.postal_code.normalized,cardholder,Cardholder attribute 'postal_code' with derivation 'normalized'
cardholder.postal_code.zscore,cardholder,Cardholder attribute 'postal_code' with derivation 'zscore'
cardholder.postal_code.min_last_10,cardholder,Cardholder attribute 'postal_code' with derivation 'min_last_10'
cardholder.postal_code.max_last_10,cardholder,Cardholder attribute 'postal_code' with derivation 'max_last_10'
cardholder.postal_code.avg_last_10,cardholder,Cardholder attribute 'postal_code' with derivation 'avg_last_10'
cardholder.postal_code.sum_last_10,cardholder,Cardholder attribute 'postal_code' with derivation 'sum_last_10'
cardholder.postal_code.stddev_last_10,cardholder,Cardholder attribute 'postal_code' with derivation 'stddev_last_10'
cardholder.postal_code.last_seen,cardholder,Cardholder attribute 'postal_code' with derivation 'last_seen'
cardholder.postal_code.count_last_1h,cardholder,Cardholder attribute 'postal_code' with derivation 'count_last_1h'
cardholder.postal_code.count_last_24h,cardholder,Cardholder attribute 'postal_code' with derivation 'count_last_24h'
cardholder.postal_code.count_last_7d,cardholder,Cardholder attribute 'postal_code' with derivation 'count_last_7d'
cardholder.postal_code.count_last_30d,cardholder,Cardholder attribute 'postal_code' with derivation 'count_last_30d'
cardholder.postal_code.flag_anomaly,cardholder,Cardholder attribute 'postal_code' with derivation 'flag_anomaly'
cardholder.postal_code.rolling_avg_1h,cardholder,Cardholder attribute 'postal_code' with derivation 'rolling_avg_1h'
cardholder.postal_code.rolling_avg_24h,cardholder,Cardholder attribute 'postal_code' with derivation 'rolling_avg_24h'
cardholder.postal_code.velocity_flag,cardholder,Cardholder attribute 'postal_code' with derivation 'velocity_flag'
cardholder.postal_code.trend_up,cardholder,Cardholder attribute 'postal_code' with derivation 'trend_up'
cardholder.postal_code.trend_down,cardholder,Cardholder attribute 'postal_code' with derivation 'trend_down'
cardholder.postal_code.missing_flag,cardholder,Cardholder attribute 'postal_code' with derivation 'missing_flag'
cardholder.country.raw,cardholder,Cardholder attribute 'country' with derivation 'raw'
cardholder.country.normalized,cardholder,Cardholder attribute 'country' with derivation 'normalized'
cardholder.country.zscore,cardholder,Cardholder attribute 'country' with derivation 'zscore'
cardholder.country.min_last_10,cardholder,Cardholder attribute 'country' with derivation 'min_last_10'
cardholder.country.max_last_10,cardholder,Cardholder attribute 'country' with derivation 'max_last_10'
cardholder.country.avg_last_10,cardholder,Cardholder attribute 'country' with derivation 'avg_last_10'
cardholder.country.sum_last_10,cardholder,Cardholder attribute 'country' with derivation 'sum_last_10'
cardholder.country.stddev_last_10,cardholder,Cardholder attribute 'country' with derivation 'stddev_last_10'
cardholder.country.last_seen,cardholder,Cardholder attribute 'country' with derivation 'last_seen'
cardholder.country.count_last_1h,cardholder,Cardholder attribute 'country' with derivation 'count_last_1h'
cardholder.country.count_last_24h,cardholder,Cardholder attribute 'country' with derivation 'count_last_24h'
cardholder.country.count_last_7d,cardholder,Cardholder attribute 'country' with derivation 'count_last_7d'
cardholder.country.count_last_30d,cardholder,Cardholder attribute 'country' with derivation 'count_last_30d'
cardholder.country.flag_anomaly,cardholder,Cardholder attribute 'country' with derivation 'flag_anomaly'
cardholder.country.rolling_avg_1h,cardholder,Cardholder attribute 'country' with derivation 'rolling_avg_1h'
cardholder.country.rolling_avg_24h,cardholder,Cardholder attribute 'country' with derivation 'rolling_avg_24h'
cardholder.country.velocity_flag,cardholder,Cardholder attribute 'country' with derivation 'velocity_flag'
cardholder.country.trend_up,cardholder,Cardholder attribute 'country' with derivation 'trend_up'
cardholder.country.trend_down,cardholder,Cardholder attribute 'country' with derivation 'trend_down'
cardholder.country.missing_flag,cardholder,Cardholder attribute 'country' with derivation 'missing_flag'
cardholder.phone_number.raw,cardholder,Cardholder attribute 'phone_number' with derivation 'raw'
cardholder.phone_number.normalized,cardholder,Cardholder attribute 'phone_number' with derivation 'normalized'
cardholder.phone_number.zscore,cardholder,Cardholder attribute 'phone_number' with derivation 'zscore'
cardholder.phone_number.min_last_10,cardholder,Cardholder attribute 'phone_number' with derivation 'min_last_10'
cardholder.phone_number.max_last_10,cardholder,Cardholder attribute 'phone_number' with derivation 'max_last_10'
cardholder.phone_number.avg_last_10,cardholder,Cardholder attribute 'phone_number' with derivation 'avg_last_10'
cardholder.phone_number.sum_last_10,cardholder,Cardholder attribute 'phone_number' with derivation 'sum_last_10'
cardholder.phone_number.stddev_last_10,cardholder,Cardholder attribute 'phone_number' with derivation 'stddev_last_10'
cardholder.phone_number.last_seen,cardholder,Cardholder attribute 'phone_number' with derivation 'last_seen'
cardholder.phone_number.count_last_1h,cardholder,Cardholder attribute 'phone_number' with derivation 'count_last_1h'
cardholder.phone_number.count_last_24h,cardholder,Cardholder attribute 'phone_number' with derivation 'count_last_24h'
cardholder.phone_number.count_last_7d,cardholder,Cardholder attribute 'phone_number' with derivation 'count_last_7d'
cardholder.phone_number.count_last_30d,cardholder,Cardholder attribute 'phone_number' with derivation 'count_last_30d'
cardholder.phone_number.flag_anomaly,cardholder,Cardholder attribute 'phone_number' with derivation 'flag_anomaly'
cardholder.phone_number.rolling_avg_1h,cardholder,Cardholder attribute 'phone_number' with derivation 'rolling_avg_1h'
cardholder.phone_number.rolling_avg_24h,cardholder,Cardholder attribute 'phone_number' with derivation 'rolling_avg_24h'
cardholder.phone_number.velocity_flag,cardholder,Cardholder attribute 'phone_number' with derivation 'velocity_flag'
cardholder.phone_number.trend_up,cardholder,Cardholder attribute 'phone_number' with derivation 'trend_up'
cardholder.phone_number.trend_down,cardholder,Cardholder attribute 'phone_number' with derivation 'trend_down'
cardholder.phone_number.missing_flag,cardholder,Cardholder attribute 'phone_number' with derivation 'missing_flag'
cardholder.email.raw,cardholder,Cardholder attribute 'email' with derivation 'raw'
cardholder.email.normalized,cardholder,Cardholder attribute 'email' with derivation 'normalized'
cardholder.email.zscore,cardholder,Cardholder attribute 'email' with derivation 'zscore'
cardholder.email.min_last_10,cardholder,Cardholder attribute 'email' with derivation 'min_last_10'
cardholder.email.max_last_10,cardholder,Cardholder attribute 'email' with derivation 'max_last_10'
cardholder.email.avg_last_10,cardholder,Cardholder attribute 'email' with derivation 'avg_last_10'
cardholder.email.sum_last_10,cardholder,Cardholder attribute 'email' with derivation 'sum_last_10'
cardholder.email.stddev_last_10,cardholder,Cardholder attribute 'email' with derivation 'stddev_last_10'
cardholder.email.last_seen,cardholder,Cardholder attribute 'email' with derivation 'last_seen'
cardholder.email.count_last_1h,cardholder,Cardholder attribute 'email' with derivation 'count_last_1h'
cardholder.email.count_last_24h,cardholder,Cardholder attribute 'email' with derivation 'count_last_24h'
cardholder.email.count_last_7d,cardholder,Cardholder attribute 'email' with derivation 'count_last_7d'
cardholder.email.count_last_30d,cardholder,Cardholder attribute 'email' with derivation 'count_last_30d'
cardholder.email.flag_anomaly,cardholder,Cardholder attribute 'email' with derivation 'flag_anomaly'
cardholder.email.rolling_avg_1h,cardholder,Cardholder attribute 'email' with derivation 'rolling_avg_1h'
cardholder.email.rolling_avg_24h,cardholder,Cardholder attribute 'email' with derivation 'rolling_avg_24h'
cardholder.email.velocity_flag,cardholder,Cardholder attribute 'email' with derivation 'velocity_flag'
cardholder.email.trend_up,cardholder,Cardholder attribute 'email' with derivation 'trend_up'
cardholder.email.trend_down,cardholder,Cardholder attribute 'email' with derivation 'trend_down'
cardholder.email.missing_flag,cardholder,Cardholder attribute 'email' with derivation 'missing_flag'
cardholder.date_of_birth.raw,cardholder,Cardholder attribute 'date_of_birth' with derivation 'raw'
cardholder.date_of_birth.normalized,cardholder,Cardholder attribute 'date_of_birth' with derivation 'normalized'
cardholder.date_of_birth.zscore,cardholder,Cardholder attribute 'date_of_birth' with derivation 'zscore'
cardholder.date_of_birth.min_last_10,cardholder,Cardholder attribute 'date_of_birth' with derivation 'min_last_10'
cardholder.date_of_birth.max_last_10,cardholder,Cardholder attribute 'date_of_birth' with derivation 'max_last_10'
cardholder.date_of_birth.avg_last_10,cardholder,Cardholder attribute 'date_of_birth' with derivation 'avg_last_10'
cardholder.date_of_birth.sum_last_10,cardholder,Cardholder attribute 'date_of_birth' with derivation 'sum_last_10'
cardholder.date_of_birth.stddev_last_10,cardholder,Cardholder attribute 'date_of_birth' with derivation 'stddev_last_10'
cardholder.date_of_birth.last_seen,cardholder,Cardholder attribute 'date_of_birth' with derivation 'last_seen'
cardholder.date_of_birth.count_last_1h,cardholder,Cardholder attribute 'date_of_birth' with derivation 'count_last_1h'
cardholder.date_of_birth.count_last_24h,cardholder,Cardholder attribute 'date_of_birth' with derivation 'count_last_24h'
cardholder.date_of_birth.count_last_7d,cardholder,Cardholder attribute 'date_of_birth' with derivation 'count_last_7d'
cardholder.date_of_birth.count_last_30d,cardholder,Cardholder attribute 'date_of_birth' with derivation 'count_last_30d'
cardholder.date_of_birth.flag_anomaly,cardholder,Cardholder attribute 'date_of_birth' with derivation 'flag_anomaly'
cardholder.date_of_birth.rolling_avg_1h,cardholder,Cardholder attribute 'date_of_birth' with derivation 'rolling_avg_1h'
cardholder.date_of_birth.rolling_avg_24h,cardholder,Cardholder attribute 'date_of_birth' with derivation 'rolling_avg_24h'
cardholder.date_of_birth.velocity_flag,cardholder,Cardholder attribute 'date_of_birth' with derivation 'velocity_flag'
cardholder.date_of_birth.trend_up,cardholder,Cardholder attribute 'date_of_birth' with derivation 'trend_up'
cardholder.date_of_birth.trend_down,cardholder,Cardholder attribute 'date_of_birth' with derivation 'trend_down'
cardholder.date_of_birth.missing_flag,cardholder,Cardholder attribute 'date_of_birth' with derivation 'missing_flag'
cardholder.age.raw,cardholder,Cardholder attribute 'age' with derivation 'raw'
cardholder.age.normalized,cardholder,Cardholder attribute 'age' with derivation 'normalized'
cardholder.age.zscore,cardholder,Cardholder attribute 'age' with derivation 'zscore'
cardholder.age.min_last_10,cardholder,Cardholder attribute 'age' with derivation 'min_last_10'
cardholder.age.max_last_10,cardholder,Cardholder attribute 'age' with derivation 'max_last_10'
cardholder.age.avg_last_10,cardholder,Cardholder attribute 'age' with derivation 'avg_last_10'
cardholder.age.sum_last_10,cardholder,Cardholder attribute 'age' with derivation 'sum_last_10'
cardholder.age.stddev_last_10,cardholder,Cardholder attribute 'age' with derivation 'stddev_last_10'
cardholder.age.last_seen,cardholder,Cardholder attribute 'age' with derivation 'last_seen'
cardholder.age.count_last_1h,cardholder,Cardholder attribute 'age' with derivation 'count_last_1h'
cardholder.age.count_last_24h,cardholder,Cardholder attribute 'age' with derivation 'count_last_24h'
cardholder.age.count_last_7d,cardholder,Cardholder attribute 'age' with derivation 'count_last_7d'
cardholder.age.count_last_30d,cardholder,Cardholder attribute 'age' with derivation 'count_last_30d'
cardholder.age.flag_anomaly,cardholder,Cardholder attribute 'age' with derivation 'flag_anomaly'
cardholder.age.rolling_avg_1h,cardholder,Cardholder attribute 'age' with derivation 'rolling_avg_1h'
cardholder.age.rolling_avg_24h,cardholder,Cardholder attribute 'age' with derivation 'rolling_avg_24h'
cardholder.age.velocity_flag,cardholder,Cardholder attribute 'age' with derivation 'velocity_flag'
cardholder.age.trend_up,cardholder,Cardholder attribute 'age' with derivation 'trend_up'
cardholder.age.trend_down,cardholder,Cardholder attribute 'age' with derivation 'trend_down'
cardholder.age.missing_flag,cardholder,Cardholder attribute 'age' with derivation 'missing_flag'
cardholder.gender.raw,cardholder,Cardholder attribute 'gender' with derivation 'raw'
cardholder.gender.normalized,cardholder,Cardholder attribute 'gender' with derivation 'normalized'
cardholder.gender.zscore,cardholder,Cardholder attribute 'gender' with derivation 'zscore'
cardholder.gender.min_last_10,cardholder,Cardholder attribute 'gender' with derivation 'min_last_10'
cardholder.gender.max_last_10,cardholder,Cardholder attribute 'gender' with derivation 'max_last_10'
cardholder.gender.avg_last_10,cardholder,Cardholder attribute 'gender' with derivation 'avg_last_10'
cardholder.gender.sum_last_10,cardholder,Cardholder attribute 'gender' with derivation 'sum_last_10'
cardholder.gender.stddev_last_10,cardholder,Cardholder attribute 'gender' with derivation 'stddev_last_10'
cardholder.gender.last_seen,cardholder,Cardholder attribute 'gender' with derivation 'last_seen'
cardholder.gender.count_last_1h,cardholder,Cardholder attribute 'gender' with derivation 'count_last_1h'
cardholder.gender.count_last_24h,cardholder,Cardholder attribute 'gender' with derivation 'count_last_24h'
cardholder.gender.count_last_7d,cardholder,Cardholder attribute 'gender' with derivation 'count_last_7d'
cardholder.gender.count_last_30d,cardholder,Cardholder attribute 'gender' with derivation 'count_last_30d'
cardholder.gender.flag_anomaly,cardholder,Cardholder attribute 'gender' with derivation 'flag_anomaly'
cardholder.gender.rolling_avg_1h,cardholder,Cardholder attribute 'gender' with derivation 'rolling_avg_1h'
cardholder.gender.rolling_avg_24h,cardholder,Cardholder attribute 'gender' with derivation 'rolling_avg_24h'
cardholder.gender.velocity_flag,cardholder,Cardholder attribute 'gender' with derivation 'velocity_flag'
cardholder.gender.trend_up,cardholder,Cardholder attribute 'gender' with derivation 'trend_up'
cardholder.gender.trend_down,cardholder,Cardholder attribute 'gender' with derivation 'trend_down'
cardholder.gender.missing_flag,cardholder,Cardholder attribute 'gender' with derivation 'missing_flag'
cardholder.id_document_type.raw,cardholder,Cardholder attribute 'id_document_type' with derivation 'raw'
cardholder.id_document_type.normalized,cardholder,Cardholder attribute 'id_document_type' with derivation 'normalized'
cardholder.id_document_type.zscore,cardholder,Cardholder attribute 'id_document_type' with derivation 'zscore'
cardholder.id_document_type.min_last_10,cardholder,Cardholder attribute 'id_document_type' with derivation 'min_last_10'
cardholder.id_document_type.max_last_10,cardholder,Cardholder attribute 'id_document_type' with derivation 'max_last_10'
cardholder.id_document_type.avg_last_10,cardholder,Cardholder attribute 'id_document_type' with derivation 'avg_last_10'
cardholder.id_document_type.sum_last_10,cardholder,Cardholder attribute 'id_document_type' with derivation 'sum_last_10'
cardholder.id_document_type.stddev_last_10,cardholder,Cardholder attribute 'id_document_type' with derivation 'stddev_last_10'
cardholder.id_document_type.last_seen,cardholder,Cardholder attribute 'id_document_type' with derivation 'last_seen'
cardholder.id_document_type.count_last_1h,cardholder,Cardholder attribute 'id_document_type' with derivation 'count_last_1h'
cardholder.id_document_type.count_last_24h,cardholder,Cardholder attribute 'id_document_type' with derivation 'count_last_24h'
cardholder.id_document_type.count_last_7d,cardholder,Cardholder attribute 'id_document_type' with derivation 'count_last_7d'
cardholder.id_document_type.count_last_30d,cardholder,Cardholder attribute 'id_document_type' with derivation 'count_last_30d'
cardholder.id_document_type.flag_anomaly,cardholder,Cardholder attribute 'id_document_type' with derivation 'flag_anomaly'
cardholder.id_document_type.rolling_avg_1h,cardholder,Cardholder attribute 'id_document_type' with derivation 'rolling_avg_1h'
cardholder.id_document_type.rolling_avg_24h,cardholder,Cardholder attribute 'id_document_type' with derivation 'rolling_avg_24h'
cardholder.id_document_type.velocity_flag,cardholder,Cardholder attribute 'id_document_type' with derivation 'velocity_flag'
cardholder.id_document_type.trend_up,cardholder,Cardholder attribute 'id_document_type' with derivation 'trend_up'
cardholder.id_document_type.trend_down,cardholder,Cardholder attribute 'id_document_type' with derivation 'trend_down'
cardholder.id_document_type.missing_flag,cardholder,Cardholder attribute 'id_document_type' with derivation 'missing_flag'
cardholder.id_document_number.raw,cardholder,Cardholder attribute 'id_document_number' with derivation 'raw'
cardholder.id_document_number.normalized,cardholder,Cardholder attribute 'id_document_number' with derivation 'normalized'
cardholder.id_document_number.zscore,cardholder,Cardholder attribute 'id_document_number' with derivation 'zscore'
cardholder.id_document_number.min_last_10,cardholder,Cardholder attribute 'id_document_number' with derivation 'min_last_10'
cardholder.id_document_number.max_last_10,cardholder,Cardholder attribute 'id_document_number' with derivation 'max_last_10'
cardholder.id_document_number.avg_last_10,cardholder,Cardholder attribute 'id_document_number' with derivation 'avg_last_10'
cardholder.id_document_number.sum_last_10,cardholder,Cardholder attribute 'id_document_number' with derivation 'sum_last_10'
